,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,호텔신라,한전KPS,GS,삼성증권,대우조선해양,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼성엔지니어링,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,동원F&B,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,대웅제약,롯데푸드,한국콜마홀딩스,SK가스,한섬,JB금융지주,금호산업,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,고려제강,락앤락,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,광동제약,대한해운,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설,Week,Date
12Y_week31,25.1897,200230.7031,19764.3262,22110.5195,62933.6602,290156.1563,83037.0313,0.0469,279740.2188,104730.8828,65813.4766,30751.1504,179321.875,30805.0703,85221.0156,22128.8867,197919.9531,274301.75,65902.2578,51058.0039,59116.1484,544218.4375,29444.5254,27341.8652,266351.3125,32257.3516,144081.5469,133383.2188,9977.1084,341210.4375,76587.3594,123983.9297,5537.4492,19409.959,27521.9688,43129.8008,296287.9688,5509.2871,77720.5156,218565.4375,57029.668,26187.418,60264.0039,40937.1055,53665.3438,95166.6484,208966.9375,268995.4375,27616.3711,83700,49050,42939.1563,45222.7539,39697.4531,233897,50353.7969,15802.335,9728.582,117478.3203,47355.9414,50852.8047,30429.8438,83500.9844,109272.0781,27358.8535,43327.9102,23508.3164,45261.6133,19897.4023,3703.8154,831879.1875,8350,22844.7949,7799.0854,113976.8906,81117.1328,19619.5469,17900,17362.7148,97483.1484,15569.6709,80482.8516,139072,64211.8008,19276.125,55739.4805,190316.875,192068.3594,151981.3438,76560.9063,87017.2891,18704.6953,8816.8174,128353.8516,55144.3867,200249.0313,59684.6094,14850,9465.792,7400,53997.793,33136.6719,173839.2813,8345.6367,813592.3125,12231.7754,57062.668,25154.8164,19169.8125,556.4149,31129.002,59996.3945,13551.208,11421.2266,17235.5938,8387.6709,5040,55655.4961,33931.4805,220434.8594,10188.9404,19157.3984,326.7026,55430.2773,77863.0234,41144.1367,37882.9648,12822.457,58200.7148,14965.6748,19598.8164,2571.1687,22531.7207,468698.5,5434.46,61499.0313,21559.3047,3591.1187,34890.7969,41951.9805,87633.7969,80383.9844,16361.0938,64700,25661.9941,14793.7168,20834.9375,4364.3213,3702.6584,10489.3896,56100,3681.3982,22894.1914,25037.5996,17319.8555,4667.6509,16837.2676,147206.6875,9206.6025,3829.9778,76500,3846.2334,77542.7578,162695.2656,30502.4707,56518.0391,45231.0195,63885.3867,21330.291,11774.6074,2265.7708,44808.2695,24017.2109,12Y_week31,2012-07-30
12Y_week32,25.644,201091.9063,20181.8848,21200.0879,63517.4102,297460.7813,83304.8984,0.0473,286289.375,107339.8359,66246.4688,30230.6738,183996.1406,30892.2148,85975.9141,23482.7637,200232.1094,283236.625,67420.0156,54672.7344,62751.1211,551829.9375,28608.0293,27640.918,275308.1875,31479.0215,154237.0625,132910.2031,9689.7012,343015.7813,80278.2969,132927.0156,6035.998,19452.7129,29321.332,43277.1992,298415.875,6131.1621,82603.4844,229797.9219,57976.1992,26945.8906,60015.2891,46798.7305,56926.2617,99365.1641,216878.8281,276681.0313,28509.5547,83800,48650,43546.375,50465.9727,41002.457,262822.4375,51289.1523,16638.9297,10281.1133,123763.1641,48198.0078,50852.8047,31703.4453,88627.3672,116045.1328,27551.5195,43043.7969,25145.5039,47543.6367,21671.2441,3635.6462,843327,8780,23907.2852,8060.2554,119197.5391,87625.9453,19091.4863,18600,16415.6582,96706.0938,15667.5918,80792.3984,146527,68798.3516,20401.7383,59944.5508,194642.2813,197430.6875,159556.7344,76738.1406,96112.8438,18276.0469,8973.7646,131009.375,59618.0156,211146.9688,64890.2031,14900,9372.9893,7570,57820.6445,34557.6094,182187.5,9206.5947,821520.1875,12722.502,57634.2461,25251.0117,18645.2656,559.6537,33565.2344,62972.9609,13973.2178,11719.7979,17078.332,8387.6709,5110,55191.6992,36255.5625,213812.3281,10546.4238,19404.0586,327.1065,55900.0234,81062.875,39442.8477,39314.9688,13050.6133,58855.4844,14616.4756,18727.7578,2645.2612,22668.8926,469637.7813,5305.0698,66644.0547,22027.9824,3599.2244,31870.7813,42134.3789,87811.5469,79207.1875,17236.7598,62200,26936.3027,15239.7246,20598.1758,4461.3071,3684.3289,10723.5283,61800,3750.425,23104.791,23741.752,16391.1758,4835.2505,18036.7578,150808.0938,9323.2656,3967.4397,75900,3905.4087,77891.6484,162695.2656,30690.7578,57279.7344,44135.9531,64514.4727,21444.3594,12554.1846,2203.4102,44808.2695,23547.9473,12Y_week32,2012-08-06
12Y_week33,26.1775,211857,21063.3906,20983.3184,57562.7227,311258.4063,86608.5234,0.0473,292838.4688,111066.9141,67632.0234,31792.0879,186545.7344,32417.2168,87905.1484,24089.6719,199307.2656,281002.9063,67979.1797,55576.4102,63229.4023,548975.75,30364.668,28495.3516,291336.4688,33295.1172,154554,138586.0938,10141.3379,342113.0938,82400.6016,133333.5469,6632.4756,19495.4668,29771.1738,44210.5,312778.0938,6218.75,86265.7109,235414.1719,59238.2617,28103.5703,64325.8398,46282.9141,59069.1445,97032.6641,213155.5781,294934.25,29067.8672,88000,47950,43459.6328,51285.2227,42854.6797,269305.7188,54017.3008,17614.9531,10521.3203,131981.8125,48891.4961,52267.8438,34705.4922,88035.8594,110626.6797,28081.3594,46027.0313,25019.5664,47924.0313,22365.3438,3799.2544,891026.5,9440,25010.6992,8429.4971,117892.75,90054.5938,19050.8691,18850,17227.4219,99425.2656,15765.5156,84754.6406,156850,69266.3594,20448.6348,59855.0781,207137.8281,200843.0625,185597.1563,76295.0781,97050.5313,18821.5996,8982.998,128796.1328,62448.2734,217049.9688,65608.1875,15550,9790.5986,7500,63554.9219,34500.8086,192500,9291.8945,891879.5,12722.502,57062.668,25683.8828,19837.416,584.2686,37246.5117,63065.9766,14911.0176,11551.8643,17298.4961,8347.3447,5420,58345.5117,36999.2578,212393.2188,10769.9238,19568.5039,379.6053,61161.2031,81144.9219,38368.3555,39922.4883,13004.9824,62565.7578,14666.3613,21776.4629,2937.9463,24679.8223,471516.3438,5512.0898,66724.4766,24090.1777,3651.9153,30007.3691,43046.3711,84434.1797,80836.5859,17421.1094,64200,27068.1309,15091.0537,21829.334,4374.02,3762.231,10864.0098,60000,3692.9031,24263.6172,24065.7148,16762.6465,4852.0107,17992.3359,150357.9063,9527.4238,3967.4397,76650,3979.376,79374.4766,173889.9219,31208.5449,57660.5938,46802.2031,66471.5391,22356.8848,13743.8809,2175.6943,44896.4727,24230.5781,12Y_week33,2012-08-13
12Y_week34,25.3477,208412.1406,20924.207,21546.9199,61299.0352,317345.625,86787.0938,0.0451,296580.8125,111439.6094,66506.2578,32616.1699,192069.875,32678.6445,88911.6875,25116.752,194682.9531,289044.3438,68698.1094,55847.5156,63133.7461,573712.8125,30364.668,29264.3438,300293.4063,35673.3398,161219.3281,143316,10264.5137,347529.125,83876.9922,138211.5781,6766.0161,20521.5449,32102.1563,40771.8984,321820.5938,6525.3086,87893.375,242902.4844,59317.1602,28063.6484,64988.9531,52050.6406,60187.1719,95166.6484,227583.1406,299257.4063,29328.4199,93800,48300,44066.8555,53497.2031,42938.8594,275789,52692.1914,17475.5215,10713.4521,137783.2031,49040.0781,53505.9961,34841.9492,94049.5078,111078.2266,27696.0234,46623.6719,26236.959,48608.6719,23676.3555,3912.8704,927278.125,9830,25337.6699,8645.6387,121372.6797,93066.1172,21203.7363,19350,17858.793,100202.3125,16940.5859,87107.2109,162585,71044.8281,20776.9395,59497.2031,215788.5938,202305.5156,193172.5469,77269.8125,103145.4922,18860.5664,9555.3984,132780.3594,65278.5273,227039.7344,68569.9844,15800,9836.998,7650,64510.6367,35808.0469,193973.2188,9291.8945,921608.8125,12686.1504,57157.9297,26742.0215,19980.4766,586.2119,39249.5977,65577.4531,16083.2686,12149.0996,17204.1387,8508.6465,5500,58067.2305,38114.8125,221853.9531,11127.4072,20144.0469,395.7583,60033.8047,82047.4375,38144.5039,41180.9102,12959.3525,61474.4727,14865.9033,22211.9941,2952.7688,24999.7383,456957.5313,5926.1499,66081.3203,23715.2324,3688.3948,26569.6934,43319.9766,84256.4219,86992.125,17328.9336,66000,27243.8984,16206.1992,22066.0938,4752.2617,3775.9785,11098.1475,59600,3616.2068,23420.8379,23834.3125,15416.0615,4927.4297,18125.6094,169265.1875,9527.4238,3938.999,69150,3979.376,79810.5938,174263.0781,35680.3555,59031.6445,47040.2617,67799.6094,22128.7539,13702.9365,2189.5525,44720.0625,24571.8418,12Y_week34,2012-08-20
12Y_week35,23.3128,212718.1875,20135.4902,22110.5195,61999.5586,306794.4375,87322.8203,0.0425,292838.4688,112185.0156,66506.2578,32182.4434,197169.0781,33245.0781,93273.3984,25116.752,198382.4063,281449.6563,69576.8125,57022.3008,66003.4688,588935.8125,29277.2285,29905.166,308778.9063,37316.4766,154237.0625,133856.1719,10182.3965,374158,80555.125,141057.125,6908.458,20436.0371,32388.4141,43964.8984,319161.6875,6656.6899,88300.2813,234478.125,60658.0938,27943.8887,68967.8516,54113.9219,60187.1719,87329.3984,228048.5469,301659.1563,28360.7246,92200,52200,43980.1055,55135.7109,41718.1211,258334.0156,53471.6641,16731.8848,10425.2539,141167.375,48049.4258,53505.9961,34932.918,91979.2344,107014.3828,29767.2031,48015.8477,26446.8574,46250.4961,23290.7871,3776.5313,932048.0625,10100,25746.3125,8762.7139,117457.5781,90346.0234,22381.7207,18350,18309.7715,105250.7109,16842.6641,89397.875,164306,66832.6953,19979.6289,60839.2461,225400.5625,194993.2656,202641.7813,80991.5156,106896.2266,18704.6953,9878.5283,139861.4063,64730.75,233396.8438,66326.1719,16000,11043.4238,7770,61643.4961,35239.6328,185133.9375,9206.5947,909717.0625,13267.751,57157.9297,27607.7695,19837.416,582.3254,39357.9297,61298.6406,16317.7178,12988.8662,17455.7559,8387.6709,5390,59829.6602,39276.8555,221853.9531,11708.292,19979.6035,425.6421,57966.9141,80242.3984,40920.2773,40790.3672,12594.2998,59582.9414,14816.0186,22386.2031,2926.8296,25776.6563,469637.7813,6547.23,66161.7422,25121.2754,3676.2319,24481.3867,44824.7773,85767.3516,81108.1641,17375.0195,63700,27683.3145,16503.5371,21876.6836,4800.7544,3849.2986,11472.7686,60400,3643.0505,23280.373,24482.2363,15230.3271,5103.4102,18214.4609,164763.4375,9624.6436,4095.4216,72375,4038.5432,86265.2266,172397.2656,37327.8711,60555.0391,47421.1563,69197.5,22280.8398,13702.9365,2238.0549,46836.9883,23889.2129,12Y_week35,2012-08-27
12Y_week36,24.0635,207981.5625,19857.1172,21243.4395,60715.1953,297054.9688,85537.0703,0.0441,293306.2188,107339.8359,65467.0938,30404.1641,198868.8125,31937.9297,96712.4219,24323.1016,214567.4219,272514.75,68138.9453,56751.1992,66673.0703,598450.0625,28733.5117,29264.3438,296993.4375,37186.7539,148207.5469,136694.1563,9894.9902,390406.0938,77325.5547,136585.5781,6490.0332,19794.7383,32388.4141,45782.5,305862.4375,6831.8667,85044.9688,224649.7031,60342.5781,32893.957,69299.4063,54957.957,59255.4805,89661.9063,245733.9688,298777.0625,27914.1328,92000,53500,43980.1055,54316.457,40665.6523,248858.4375,54251.1406,17568.4785,10329.1895,138266.6563,47256.7891,53859.7539,34932.918,89021.7109,102950.5469,33235.2305,47987.4375,28503.832,44957.2852,23676.3555,3781.0776,887210.5,9850,26727.1289,8636.6318,118327.1719,87917.3828,22828.543,18200,18084.2852,104862.6563,17430.1953,86673.8438,157711,74508.1406,19510.627,58065.6875,217230.3906,185731.0781,197907.1875,78687.6094,107365.0781,17847.3965,11078.7227,138091.375,65461.1328,224315.25,64351.6445,15500,12064.2451,7640,59254.2109,34500.8086,194955.3594,9547.6182,881969.75,13558.5518,58967.9336,27367.2871,19026.7578,593.9846,39682.7422,60182.4297,17255.5215,13492.7637,18808.1836,8226.3682,5230,59087.5859,38719.082,226584.3281,11618.9697,20637.3711,403.8349,57309.2656,75401.6016,44457.1523,39314.9688,12548.667,60819.6992,14865.9033,21994.2266,3149.1177,25365.3184,478091.2813,6935.4102,69136.2422,26105.5039,3611.3872,21011.584,45326.3789,81590.0859,81379.7188,16821.9727,64000,26584.7715,16689.3965,23060.4863,5178.9951,4032.5991,12690.2861,65000,3681.3982,23069.6777,24574.7969,16112.5732,4868.7695,17414.8008,171065.875,9605.1992,4142.8223,68250,3727.8906,88533.0703,172397.2656,37657.3711,59412.4961,46945.0391,66122.0781,22128.7539,12759.291,2217.2681,47895.4531,23547.9473,12Y_week36,2012-09-03
12Y_week37,24.6957,203675.5156,20645.834,20679.8379,60598.4102,296649.125,85179.9219,0.0468,283482.625,109948.7734,63128.9727,31184.875,193344.7031,33419.3633,93189.5156,25630.2949,211792.8594,277875.6875,67579.7656,58920.0352,68873.1875,575615.75,29277.2285,30204.2168,289450.7813,37921.8398,151380.7656,139532.0781,9936.0488,388600.7813,79078.7422,136585.5781,6418.8125,19794.7383,31979.4707,43866.6992,302671.625,6367.6499,87486.4453,233074.0625,59948.1836,32614.5137,72532.3672,52519.5586,62423.2266,89475.2969,248526.375,285807.625,28397.9316,91000,52900,44240.3398,55053.7852,41423.4492,252349.4219,53315.7695,17522,10833.5557,137783.2031,48941.0234,55805.4297,33932.2344,86754.2656,102047.4609,31886.5527,46765.7383,27748.2109,45794.043,24062,3781.0776,887210.5,9950,26849.7305,8807.7441,120502.3125,92871.8359,23153.5039,19000,18264.6738,103697.5625,18164.6133,87602.4922,152836,72823.2891,19885.8262,60749.7734,216269.1875,184756.1094,187017.5313,81789.0313,109709.2891,17769.4629,11078.7227,131452.5781,66374.1172,220228.5313,68659.7422,15150,11878.6406,7350,62360.2813,35410.2305,201339.2813,9163.9883,886924.625,12958.7764,56586.3477,26982.5078,18359.1504,634.1451,43634.793,57205.8633,17114.8477,13492.7637,18871.0859,8057.0024,5230,59644.1367,39974.0742,227057.3438,11618.9697,20144.0469,409.489,59470.1055,77616.8828,48083.5703,38143.332,12776.8242,63584.2578,15564.3018,22647.5215,3160.2344,24954.0762,502512.4688,6417.8398,65518.5898,25027.5391,3615.4355,20497.5391,45782.375,79812.5156,83190.1875,17375.0195,66300,27463.6035,16354.8672,22208.1484,5431.1558,4060.0933,13533.1855,64800,3758.0947,23034.5605,22445.9043,15183.8936,4843.6299,16570.7188,174667.2344,9624.6436,3981.6599,65400,3816.6499,86875.8047,173143.5781,36151.0742,60174.1914,45516.6875,65772.6328,22318.8613,13128.5605,2244.9839,47542.6328,23675.9473,12Y_week37,2012-09-10
12Y_week38,25.9799,213579.3906,21295.3652,21633.627,62349.8242,304765.4063,86519.2344,0.0472,300323.125,108085.25,66159.8594,33526.9922,196744.1406,35902.9414,95202.6094,26657.3711,215954.7344,296639,68458.4609,60456.293,72986.4375,582275.75,31410.2832,30289.6621,304536.1875,37792.1211,167248.8594,140478.0313,10469.8037,434185.7813,84615.1875,143089.6563,6766.0161,19794.7383,32306.627,42540.3008,309586.3125,6639.1724,89521.0234,247114.6719,63892.1602,31736.2734,73609.9531,61429.1094,66243.1563,89195.4063,232702.5781,279563.0938,28844.5234,90900,54500,40597.0195,56364.5859,45464.6875,269305.7188,56121.8672,17754.3867,11578.2168,137783.2031,47653.1055,56159.1836,39299.5273,88627.3672,112884.3828,35065.5742,45970.2031,27580.293,47619.6953,25064.5527,3781.0776,1071330.5,10450,29138.3301,9366.1084,128333.2578,98603.4609,23803.4277,19650,17948.9883,110688.1094,17870.8496,82216.3281,153409,71232.0234,20730.0391,61733.9336,212424.4063,192068.3594,199801,84890.4609,107365.0781,18587.793,11217.208,130123.8906,67561.0078,224315.25,73685.8125,15400,11646.6357,6870,67138.8438,35410.2305,200848.2188,9547.6182,928545.6875,12940.5996,57062.668,27559.6738,19122.125,667.1797,44067.8516,59252.2578,19318.6758,21403.8262,19625.9316,8387.6709,5270,61963.1133,43227.7852,235098.9531,11440.2266,21171.8047,429.6806,64355.4922,83278.1484,50322.0977,38924.4219,13004.9824,62638.4453,16611.8984,24128.3164,3234.3372,30484.1055,510965.9688,6780.1299,72351.8203,24652.5957,3607.3298,20947.3281,47423.9766,82656.6172,85724.8125,17651.5469,70000,30319.8184,17469.9277,23391.9531,5722.1108,4458.771,14235.6006,64100,3830.9556,22964.4219,22538.4668,15741.0996,4784.9707,17281.5254,171966.2188,10694.0479,4057.5007,69600,4068.134,87050.25,178367.7344,36715.9375,63220.9922,47802.0508,67799.6094,23801.7168,14236.2695,2307.3447,48424.6836,24571.8418,12Y_week38,2012-09-17
12Y_week39,26.217,210995.7656,21805.7109,22630.7656,66436.4844,305982.8125,86072.8047,0.0471,295645.2188,111066.9141,63821.75,32876.4023,195469.3594,34770.082,99144.9219,27124.2266,216417.1563,292171.5,70615.2578,57654.8828,70595.0156,596547.25,29862.7754,30674.1523,309721.7813,41164.875,162488.0469,148045.875,10551.9189,428769.7813,82308.3359,135772.5781,6730.4048,20307.7773,33778.8242,44554.3984,300543.75,6315.0972,84638.0547,239626.3438,61131.3672,33372.9922,81236.2031,71745.5156,64007.1094,87515.9922,240149.0781,304541.2813,28360.7246,96300,57100,42505.4297,54070.6836,45127.9688,257835.2813,55186.5,16964.2676,11554.2656,142617.7031,50526.207,58723.9375,37025.25,85571.2422,111981.2813,36317.9141,44805.3203,27706.2324,44348.6953,24331.9355,3781.0776,1086594.375,10550,28402.7207,9546.2256,120937.5156,95689.0703,25306.375,19400,19707.8105,121950.9297,18360.459,85435.6406,154843,68517.5391,20589.3379,62270.75,216269.1875,182806.1875,227261.8125,85333.5078,113928.8828,19600.9629,12094.2734,137205.8906,73038.9219,242932.5156,71083.0703,15100,11414.6318,7110,65705.2734,37172.1797,189553.5781,9718.1289,954311.0625,12849.7266,58586.875,28810.2012,18597.5801,663.9415,44067.8516,57577.9336,20678.4883,22280.3145,20192.0645,8548.9717,5230,66322.7969,41972.7734,250709.1719,11931.791,21911.7891,442.6034,63885.7422,80816.7266,55425.9375,37579.207,14328.2979,66930.7969,16861.3262,24563.8496,3727.0762,35008.8008,521297.9688,7608.2402,70744.0313,24933.8047,3587.0613,23678.1914,52348.7734,90655.6484,97311.6875,19310.6992,72400,30759.2363,17023.9219,23344.6035,6090.6538,4967.4282,15172.1523,69800,4126.2344,24017.8066,23510.3496,14951.7246,4969.3301,17370.3789,171065.875,10645.4395,4180.7427,65250,4156.8931,88533.0703,179487.2344,40905.3203,63906.5117,47325.9336,70944.9297,23421.498,13949.083,2376.6343,51159.0469,24443.8418,12Y_week39,2012-09-24
12Y_week40,27.0073,210565.1563,21480.9473,24408.2773,64218.0313,297866.625,86072.8047,0.0474,286757.1563,108457.9531,62349.6055,32963.1484,200568.5469,33637.2188,102416.1953,26237.2031,217804.4375,298426.0313,67739.5234,55757.1484,66768.7266,612721.5625,28273.4355,29819.7227,297464.875,41683.7578,160584.4844,150883.8125,10059.2227,439601.8125,81016.5078,132927.0156,6881.75,20949.0762,28135.3906,49614,315437.9063,6341.3735,84231.1406,239158.3438,60658.0938,31975.793,80075.6797,71276.5859,61212.0273,89288.7188,224325.3125,289650.4375,27579.1641,104500,54400,45801.7695,53333.3555,44033.4531,261326.2969,54562.918,17103.7031,10257.0742,138266.6563,47851.2148,62615.2813,34932.918,79163.2656,111078.2266,35258.2422,44578.0273,28251.959,42751.2305,22673.8027,17140.0957,1065606.625,10150,27421.9023,9231.0195,120067.8984,89957.4453,24900.1719,19050,20790.1621,123505.0234,17528.1211,86302.3906,153696,66739.0859,19885.8262,61465.5273,200890.0313,175006.4531,231996.4375,83827.1172,113928.8828,19561.9941,13709.9209,148713.4063,71395.5391,237937.625,66056.9766,14700,11600.2363,7000,61643.4961,36660.6563,182187.5,9845.9492,900798.375,12995.124,61444.7734,28088.7422,17786.916,670.4186,43797.1563,55624.5664,22507.1992,21034.7754,22582.3984,8024.7422,5270,64096.582,40950.1875,280037.4063,11172.0664,21500.6855,477.3329,59658.0117,81637.2109,53276.9531,36624.543,14967.1377,64893.8047,17060.8691,24041.2109,3545.5403,34003.293,551354.75,7660,69377.3984,25589.957,3619.4927,19083.916,59462.3672,88522.5703,91427.7266,18757.6484,70900,30451.6445,17023.9219,25475.4453,6449.498,5141.5635,16155.5352,72400,4179.9214,23596.416,21844.2617,15276.7617,5287.769,17548.0781,175567.6094,10839.876,4033.8008,62550,4008.9597,92458.1719,180979.8281,38692.9492,64211.1953,45611.9141,71294.3828,23725.6699,13333.666,2279.6289,52834.9453,23803.9473,12Y_week40,2012-10-04
12Y_week41,27.1258,204536.7344,21991.293,24018.0938,64918.5508,290561.9688,85090.6328,0.0476,288160.5625,108830.6406,61483.6445,32833.0313,193344.7031,33201.5039,104429.3047,24696.5859,216879.5781,293958.5625,70135.9844,55214.9414,65333.8711,614624.5,28106.1387,29734.2793,295579.2188,42418.8438,155823.6719,145207.9531,10100.2813,442309.8125,79171.0313,129674.9922,6828.3335,21932.4004,30016.5371,49171.8984,322352.5625,5859.6392,82603.4844,228861.8906,59948.1836,33213.3047,84551.9219,74934.1406,59628.1641,87982.5078,222463.6875,304060.9063,26685.8848,108000,54100,46322.2461,52677.9531,43444.0273,253346.8594,53159.8828,17196.6602,10208.998,132465.2656,47306.4141,61377.1289,35842.6289,77684.5,105208.2422,34487.5664,44237.0859,29049.5645,42523.0469,22365.3438,16821.8438,1090410.375,9900,27381.0664,8915.8145,120937.5156,86945.9141,24737.6934,18350,21241.1406,123505.0234,17381.2363,87788.2188,151976,69266.3594,19182.3223,61197.125,203293.0469,174518.9844,228208.7344,81966.25,110646.9766,20146.5156,13617.5967,152696.6875,72217.2422,249743.6875,64620.918,14250,11553.835,6860,60926.707,37911.1016,181696.4375,9547.6182,912690.0625,12504.4014,65255.3008,28569.7168,17596.1699,654.2253,43634.793,55159.4805,24382.7969,21265.4434,22834.0117,8145.7183,5440,65580.7344,39137.4102,285713.8438,11529.5518,21089.582,461.9872,57027.418,81062.875,55963.1836,38013.1484,15788.5059,64966.4883,17160.6406,24215.4258,3475.1531,35420.1445,583290.125,7660,69136.2422,26199.2402,3655.9719,17091.9922,60739.1719,88700.3359,93238.1719,19495.0527,71200,30319.8184,16875.25,25191.3301,6478.5933,5526.4932,15780.9121,71800,4187.5908,23631.5313,22029.3828,14765.9873,5664.8682,17636.9297,174667.2344,10596.8291,4052.761,51675,3994.168,97691.6641,186203.9844,41187.7461,62840.125,45040.5781,70595.4844,23725.6699,12800.332,2355.8477,53364.1797,23249.416,12Y_week41,2012-10-08
