,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,호텔신라,한전KPS,GS,삼성증권,대우조선해양,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼성엔지니어링,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,동원F&B,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,대웅제약,롯데푸드,한국콜마홀딩스,SK가스,한섬,JB금융지주,금호산업,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,고려제강,락앤락,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,광동제약,대한해운,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설,Date,Week
14Y_week1,10215660566,4.41012E+13,2.48112E+13,1.96735E+13,4.46196E+12,2.33601E+13,1.85401E+13,7736545.823,2.57927E+13,1.51036E+13,1.8877E+13,1.93448E+13,1.01451E+13,1.39388E+13,5.43096E+11,8.43591E+12,7.875E+12,1.7285E+13,8.73129E+12,9.81344E+12,1.02966E+13,8.14264E+12,1.05144E+13,7.53063E+12,1.21184E+13,3.60144E+11,1.22558E+13,6.50251E+12,5.71415E+12,5.55977E+12,6.53974E+12,1.07754E+13,5.74993E+12,6.36964E+12,4.21408E+12,2.63694E+11,5.31434E+12,4.15148E+12,6.66903E+12,7.26497E+12,3.90163E+12,3.46407E+12,2.82693E+12,6.24551E+12,6.03875E+12,4.85058E+12,4.80499E+12,3.52773E+12,6.52606E+12,2.37248E+12,2.51973E+12,2.20511E+12,4.41165E+12,2.84133E+12,6.7604E+13,2.42588E+12,1.21098E+12,8.37628E+11,3.57076E+12,1.65579E+12,2.54462E+12,2.03245E+12,1.6485E+12,2.59193E+12,1.68349E+12,85239164824,2.51023E+12,2.88135E+12,9.80234E+11,1.87375E+12,2.13479E+12,2.79714E+12,2.36799E+12,1.65376E+12,2.53076E+12,2.7748E+12,2.09856E+12,2.61394E+12,2.76527E+12,1.65893E+12,1.62198E+12,1.20834E+11,1.26419E+13,2.27965E+12,2.92825E+12,1.83731E+12,2.31424E+12,4.54526E+12,1.2753E+12,2.37235E+12,2.11331E+12,1.2994E+12,7.42404E+11,1.42525E+12,1.23473E+12,1.49654E+12,1.33832E+12,1.69244E+12,3.77945E+11,9.67703E+11,1.70919E+12,6.5131E+11,2.488E+12,1.24801E+12,1.53526E+12,1.48384E+11,1.04516E+12,9.74227E+11,1.34181E+12,3.81804E+11,7.46575E+11,1.21677E+12,1.20092E+12,4.35456E+11,40699201528,1.00779E+12,9.75635E+11,5.00661E+11,1.03852E+12,9.90643E+11,4.45693E+11,8.41251E+11,42693233329,1.08608E+12,1.00025E+12,7.41167E+11,9.78129E+11,5.54252E+11,7.45824E+11,2.52752E+11,8.15174E+11,5.23E+11,8.93597E+11,9.54323E+11,2.34405E+11,5.49453E+11,7.63147E+11,3.74451E+11,3.39213E+11,5.57307E+11,3.48876E+11,8.0068E+11,2.31865E+11,6.37058E+11,7.04178E+11,5.99654E+11,4.15522E+11,7.01687E+11,2.8211E+11,6.4328E+11,9.70299E+11,4.57963E+11,3.92075E+11,1.18538E+12,5.05388E+11,5.17099E+11,3.40137E+11,4.43548E+11,2.02027E+11,3.86899E+11,6.91117E+11,1.56448E+11,4.78639E+11,4.9073E+11,7.14422E+11,4.06574E+11,7.29123E+11,5.8792E+11,2.90328E+11,6.61177E+11,78442496468,3.49806E+11,8.8062E+12,2014-01-06,14Y_week1
14Y_week2,10121866697,4.40047E+13,2.51407E+13,1.97014E+13,4.27685E+12,2.29172E+13,1.83574E+13,7524908.253,2.57927E+13,1.49711E+13,1.8877E+13,1.89626E+13,1.02486E+13,1.38003E+13,5.44204E+11,8.61966E+12,7.83984E+12,1.64041E+13,8.93351E+12,9.78127E+12,1.03754E+13,8.09749E+12,1.01936E+13,7.63941E+12,1.20436E+13,3.61294E+11,1.14867E+13,6.63432E+12,5.8582E+12,5.551E+12,6.32467E+12,1.03052E+13,5.79014E+12,6.35042E+12,4.26039E+12,2.51668E+11,5.64467E+12,4.26787E+12,6.72619E+12,6.65012E+12,3.9326E+12,3.3824E+12,2.79021E+12,6.2638E+12,6.40761E+12,4.80791E+12,4.47644E+12,3.40037E+12,6.24154E+12,2.3953E+12,2.87689E+12,2.18865E+12,4.24472E+12,2.87073E+12,6.7604E+13,2.45658E+12,1.16502E+12,9.00494E+11,3.4909E+12,1.72456E+12,2.66266E+12,2.01953E+12,1.7002E+12,2.44983E+12,1.60147E+12,84875286424,2.52207E+12,2.97416E+12,1.02602E+12,1.95693E+12,2.06179E+12,2.75142E+12,2.35856E+12,1.83574E+12,2.49269E+12,2.87694E+12,2.1443E+12,2.61394E+12,2.87422E+12,1.73834E+12,1.72786E+12,1.20754E+11,1.25395E+13,2.46869E+12,2.96183E+12,1.92321E+12,2.32856E+12,4.69677E+12,1.25363E+12,2.48406E+12,2.03334E+12,1.31437E+12,6.99285E+11,1.42525E+12,1.27673E+12,1.52219E+12,1.64185E+12,1.79591E+12,3.80314E+11,1.00867E+12,1.73389E+12,7.07102E+11,2.788E+12,1.26934E+12,1.43453E+12,1.54566E+11,1.00293E+12,9.92902E+11,1.43309E+12,4.03014E+11,7.59232E+11,1.25989E+12,1.18626E+12,4.47959E+11,40699201528,1.02603E+12,1.00445E+12,5.06224E+11,1.05509E+12,1.01176E+12,4.50699E+11,7.93128E+11,45225768725,1.15975E+12,9.26655E+11,7.52898E+11,9.65195E+11,5.65517E+11,8.36226E+11,2.55406E+11,8.34317E+11,5.5914E+11,8.5884E+11,9.47866E+11,2.41781E+11,5.43585E+11,7.50192E+11,3.91853E+11,3.34808E+11,5.6199E+11,3.46656E+11,8.13491E+11,2.45571E+11,6.16898E+11,6.78802E+11,5.80561E+11,4.11512E+11,7.08526E+11,2.79708E+11,6.79612E+11,9.70299E+11,4.83712E+11,3.92617E+11,1.20077E+12,5.35872E+11,5.38614E+11,3.52189E+11,4.46492E+11,1.97579E+11,4.04139E+11,6.42008E+11,1.55331E+11,4.73073E+11,4.83105E+11,7.04684E+11,3.84562E+11,7.25072E+11,5.75277E+11,2.91084E+11,6.47795E+11,76474049769,3.51542E+11,8.78044E+12,2014-01-13,14Y_week2
14Y_week3,10286005124,4.45837E+13,2.42841E+13,1.94223E+13,4.57686E+12,2.29541E+13,1.84487E+13,7352462.775,2.64848E+13,1.44743E+13,1.81938E+13,1.82619E+13,1.02072E+13,1.35233E+13,5.64709E+11,8.78671E+12,8.12109E+12,1.63433E+13,8.87404E+12,9.70083E+12,1.08477E+13,8.41356E+12,9.89739E+12,7.43392E+12,1.14002E+13,3.60144E+11,1.15363E+13,6.81006E+12,5.97824E+12,5.94562E+12,6.29281E+12,1.01093E+13,5.74993E+12,6.48493E+12,4.37947E+12,2.6164E+11,5.47661E+12,4.13208E+12,6.66903E+12,6.95755E+12,3.7468E+12,3.32474E+12,2.90033E+12,6.19065E+12,6.21791E+12,4.95015E+12,4.2711E+12,3.42584E+12,6.09039E+12,2.56639E+12,3.02995E+12,2.29562E+12,4.21293E+12,2.84786E+12,6.96121E+13,2.33376E+12,1.23396E+12,9.24535E+11,3.38823E+12,1.76423E+12,2.64183E+12,2.06602E+12,1.70617E+12,2.42993E+12,1.66191E+12,84374948072,2.4747E+12,3.07964E+12,9.90252E+11,1.92628E+12,2.11699E+12,2.5353E+12,2.3334E+12,1.88579E+12,2.49269E+12,2.83268E+12,2.11739E+12,2.59319E+12,2.83272E+12,1.72952E+12,1.73749E+12,1.23809E+11,1.26931E+13,2.49093E+12,2.87452E+12,1.89273E+12,2.15201E+12,4.67346E+12,1.23362E+12,2.43997E+12,2.10759E+12,1.29042E+12,7.25531E+11,1.49877E+12,1.26413E+12,1.53075E+12,1.63266E+12,1.89937E+12,3.7913E+11,1.00867E+12,1.80305E+12,6.90122E+11,2.8E+12,1.23734E+12,1.46995E+12,1.4932E+11,9.36945E+11,1.00431E+12,1.36463E+12,3.99667E+11,7.49952E+11,1.23593E+12,1.17322E+12,4.31107E+11,40131301627,1.02603E+12,1.10599E+12,4.80264E+11,1.12138E+12,1.02962E+12,4.50699E+11,8.12734E+11,45527326892,1.15133E+12,8.96547E+11,7.37968E+11,9.9753E+11,5.99313E+11,8.87884E+11,2.6403E+11,9.1408E+11,5.71897E+11,8.25204E+11,9.24621E+11,2.59812E+11,5.23044E+11,6.87774E+11,4.06856E+11,3.39213E+11,5.50282E+11,3.45546E+11,8.39113E+11,2.80408E+11,6.23954E+11,6.94028E+11,5.73619E+11,4.04495E+11,7.00319E+11,2.79021E+11,6.56103E+11,8.79985E+11,5.14979E+11,3.93158E+11,1.16485E+12,5.45498E+11,5.3713E+11,3.52189E+11,4.23922E+11,2.01558E+11,3.90448E+11,6.28832E+11,1.54772E+11,4.87915E+11,4.26461E+11,7.44522E+11,3.80677E+11,7.26422E+11,5.37346E+11,2.90328E+11,6.39761E+11,78639338867,3.51976E+11,8.78044E+12,2014-01-20,14Y_week3
14Y_week4,10098417387,4.31361E+13,2.32297E+13,1.8641E+13,4.20663E+12,2.20685E+13,1.82113E+13,7438684.153,2.71308E+13,1.36131E+13,1.92365E+13,1.88564E+13,1.00001E+13,1.27614E+13,5.6748E+11,8.7366E+12,7.62891E+12,1.5918E+13,8.9573E+12,9.55604E+12,1.08477E+13,6.8633E+12,9.92207E+12,7.21635E+12,1.09963E+13,3.49417E+11,1.11394E+13,6.28283E+12,5.8582E+12,5.96316E+12,6.02995E+12,1.00701E+13,5.60518E+12,6.45611E+12,4.23393E+12,2.51961E+11,5.30854E+12,3.95748E+12,6.53565E+12,6.61776E+12,3.71584E+12,3.3872E+12,2.87587E+12,6.14493E+12,6.09145E+12,4.82924E+12,4.03496E+12,3.31122E+12,6.09039E+12,2.41811E+12,2.96323E+12,2.26271E+12,4.14934E+12,2.84133E+12,6.58829E+13,2.32352E+12,1.18111E+12,9.04195E+11,3.23992E+12,1.74043E+12,2.53768E+12,2.04019E+12,1.71014E+12,2.4754E+12,1.63169E+12,82691993815,2.40761E+12,2.96573E+12,9.68785E+11,1.90439E+12,2.08316E+12,2.46464E+12,2.28308E+12,1.84939E+12,2.43561E+12,2.74075E+12,2.17389E+12,2.54133E+12,2.74452E+12,1.65452E+12,1.71824E+12,1.26382E+11,1.43309E+13,2.4724E+12,2.69319E+12,1.82345E+12,2.08998E+12,4.33548E+12,1.24529E+12,2.37529E+12,2.07904E+12,1.27246E+12,7.51778E+11,1.46484E+12,1.28933E+12,1.5336E+12,1.48319E+12,1.93633E+12,3.87423E+11,1.03209E+12,1.66473E+12,6.76781E+11,2.808E+12,1.17334E+12,1.4943E+12,1.50632E+11,9.79173E+11,1.00431E+12,1.36463E+12,3.90734E+11,7.50792E+11,1.21677E+12,1.15041E+12,4.14254E+11,41077790465,1.02147E+12,1.10051E+12,4.9139E+11,1.11217E+12,9.74403E+11,4.53204E+11,8.09169E+11,43899069547,1.11976E+12,8.83166E+11,7.2837E+11,1.01208E+12,5.88048E+11,8.65283E+11,2.61708E+11,8.96532E+11,5.54889E+11,7.90446E+11,9.41409E+11,2.30307E+11,5.3038E+11,6.58332E+11,4.14057E+11,3.2306E+11,5.52624E+11,3.41476E+11,8.29047E+11,2.84406E+11,6.33026E+11,6.4962E+11,5.57999E+11,4.11011E+11,6.51762E+11,2.73873E+11,6.5824E+11,8.6609E+11,5.00265E+11,3.81785E+11,1.14176E+12,5.45498E+11,5.34163E+11,3.68259E+11,3.88595E+11,2.00154E+11,3.73208E+11,6.22843E+11,1.5142E+11,4.58232E+11,4.34631E+11,7.02028E+11,3.80677E+11,7.1427E+11,5.28917E+11,2.90706E+11,6.34412E+11,79229871741,3.5458E+11,8.78044E+12,2014-01-27,14Y_week4
14Y_week5,9942093898,4.46802E+13,2.50089E+13,1.98409E+13,4.31515E+12,2.17732E+13,1.8814E+13,7579776.093,2.77768E+13,1.42093E+13,1.92725E+13,1.91962E+13,9.97942E+12,1.2519E+13,5.61384E+11,8.36909E+12,7.80469E+12,1.5432E+13,9.01678E+12,9.05732E+12,1.00447E+13,7.08907E+12,9.86037E+12,7.4581E+12,1.10711E+13,3.60527E+11,1.09409E+13,6.19496E+12,5.93023E+12,5.86669E+12,5.97419E+12,9.95254E+12,5.65343E+12,6.48493E+12,4.43901E+12,2.51961E+11,5.52297E+12,4.26787E+12,6.48801E+12,6.61776E+12,3.9326E+12,3.23826E+12,2.97377E+12,6.02605E+12,6.12306E+12,4.63721E+12,3.90149E+12,3.3558E+12,5.82366E+12,2.55498E+12,3.07313E+12,2.3491E+12,4.03805E+12,2.79561E+12,6.27274E+13,2.45658E+12,1.20408E+12,8.82004E+11,3.27415E+12,1.88855E+12,2.67307E+12,2.00662E+12,1.68429E+12,2.50098E+12,1.62522E+12,84556887272,2.38787E+12,3.01214E+12,9.3158E+11,1.89126E+12,2.17218E+12,2.8013E+12,2.22019E+12,1.84712E+12,2.48318E+12,2.81225E+12,2.35953E+12,2.68655E+12,2.87941E+12,1.73834E+12,1.71824E+12,1.3016E+11,1.5764E+13,2.49093E+12,2.63946E+12,1.77911E+12,2.08043E+12,4.41706E+12,1.33698E+12,2.40469E+12,2.14186E+12,1.26647E+12,7.78025E+11,1.48746E+12,1.27253E+12,1.53075E+12,1.49009E+12,2.03979E+12,3.92162E+11,1.07111E+12,1.58076E+12,7.15591E+11,2.872E+12,1.18401E+12,1.55076E+12,1.56627E+11,9.35625E+11,9.96015E+11,1.35094E+12,3.94084E+11,7.88756E+11,1.21677E+12,1.1993E+12,4.24039E+11,40699201528,9.89551E+11,1.14167E+12,4.9139E+11,1.05325E+12,1.01338E+12,4.63219E+11,8.0204E+11,44924206001,1.10924E+12,8.83166E+11,7.49698E+11,9.89446E+11,6.44374E+11,9.04028E+11,2.63035E+11,9.41199E+11,5.67646E+11,8.01658E+11,1.02793E+12,2.37683E+11,5.34048E+11,6.61865E+11,4.05656E+11,3.2306E+11,5.47941E+11,3.42216E+11,8.23557E+11,2.99254E+11,6.28994E+11,6.40739E+11,5.6928E+11,4.20033E+11,6.51762E+11,2.78335E+11,6.75338E+11,8.38301E+11,5.1314E+11,3.84493E+11,1.10071E+12,5.58333E+11,5.44549E+11,3.70267E+11,4.12146E+11,2.06006E+11,3.82335E+11,6.15657E+11,1.54772E+11,4.58232E+11,4.01407E+11,7.2239E+11,3.85857E+11,7.18321E+11,5.41561E+11,2.98267E+11,6.50472E+11,77655115517,3.62392E+11,7.3385E+12,2014-02-03,14Y_week5
14Y_week6,9981176456,4.50662E+13,2.57009E+13,2.0399E+13,4.68538E+12,2.11459E+13,1.84487E+13,7407330.615,2.88842E+13,1.36794E+13,1.93803E+13,1.81769E+13,9.64815E+12,1.25709E+13,6.3509E+11,8.53614E+12,7.69922E+12,1.53408E+13,8.88593E+12,8.94471E+12,9.69836E+12,7.07401E+12,9.23098E+12,7.31305E+12,1.03081E+13,3.60527E+11,1.0668E+13,6.41464E+12,5.8582E+12,6.03331E+12,6.06977E+12,1.01876E+13,5.58909E+12,6.24474E+12,4.50517E+12,2.55187E+11,5.77217E+12,3.95748E+12,6.44037E+12,6.81192E+12,4.11839E+12,3.16619E+12,2.97377E+12,6.02605E+12,6.10199E+12,4.60876E+12,4.18896E+12,3.3749E+12,5.96592E+12,2.33827E+12,3.1634E+12,2.34087E+12,3.8433E+12,2.52781E+12,6.50223E+13,2.518E+12,1.19719E+12,9.80006E+11,3.12584E+12,1.833E+12,2.76333E+12,1.97305E+12,1.73798E+12,2.54361E+12,1.55183E+12,82464569815,2.38787E+12,2.9362E+12,9.15839E+11,1.96568E+12,2.3164E+12,3.07561E+12,2.21704E+12,1.85849E+12,2.51172E+12,2.97568E+12,2.28958E+12,2.47909E+12,2.77046E+12,1.73393E+12,1.69417E+12,1.26462E+11,1.43821E+13,2.45386E+12,2.67304E+12,1.74032E+12,2.09952E+12,4.42871E+12,1.32365E+12,2.4576E+12,1.97623E+12,1.2994E+12,7.23657E+11,1.52705E+12,1.31033E+12,1.63907E+12,1.36591E+12,2.15804E+12,4.17042E+11,1.03794E+12,1.61534E+12,7.3985E+11,2.992E+12,1.20534E+12,1.55186E+12,1.4932E+11,9.01314E+11,1.04789E+12,1.28705E+12,3.97432E+11,8.14063E+11,1.29582E+12,1.25796E+12,4.28389E+11,42118940973,9.6675E+11,1.18009E+12,5.89668E+11,1.04772E+12,1.06048E+12,4.73236E+11,7.94911E+11,49688110520,1.11555E+12,9.30001E+11,7.27304E+11,1.04118E+12,7.16472E+11,9.35666E+11,2.7763E+11,9.33223E+11,5.86779E+11,7.8484E+11,1.01631E+12,2.48338E+11,5.4065E+11,6.2889E+11,4.20657E+11,3.21591E+11,5.80723E+11,3.38517E+11,8.72055E+11,3.07821E+11,6.08834E+11,6.52158E+11,5.64941E+11,4.14018E+11,6.60653E+11,2.99613E+11,6.5824E+11,8.20933E+11,5.07622E+11,3.937E+11,8.80051E+11,5.45498E+11,5.43807E+11,3.68259E+11,4.05277E+11,2.0905E+11,3.93491E+11,6.10866E+11,1.59801E+11,4.48956E+11,4.34086E+11,6.76355E+11,4.13048E+11,6.89966E+11,5.1206E+11,3.00535E+11,6.47795E+11,77261430720,3.6109E+11,7.23549E+12,2014-02-10,14Y_week6
14Y_week7,10043704952,4.49697E+13,2.55032E+13,2.05944E+13,4.78113E+12,2.18101E+13,1.85401E+13,7532746.807,2.82843E+13,1.30169E+13,1.91287E+13,1.88777E+13,9.66886E+12,1.33155E+13,6.28439E+11,8.68648E+12,7.66406E+12,1.55839E+13,9.08815E+12,9.07341E+12,9.87154E+12,7.08907E+12,9.88505E+12,7.24052E+12,1.03081E+13,3.8773E+11,1.11145E+13,6.70022E+12,6.17032E+12,6.16485E+12,6.3406E+12,1.05011E+13,5.63734E+12,6.24474E+12,4.49194E+12,2.67214E+11,5.9808E+12,3.82557E+12,6.37368E+12,7.20025E+12,4.18032E+12,3.26709E+12,2.98601E+12,6.21808E+12,6.11253E+12,4.73678E+12,4.35324E+12,3.43221E+12,6.09928E+12,2.41811E+12,3.21835E+12,2.42315E+12,3.96254E+12,2.59313E+12,6.5596E+13,2.59988E+12,1.30059E+12,1.06506E+12,3.23992E+12,1.85152E+12,2.75291E+12,2.02728E+12,1.77775E+12,2.65445E+12,1.53457E+12,82100691415,2.34446E+12,2.91089E+12,9.55906E+11,1.95693E+12,2.34489E+12,3.41226E+12,2.21704E+12,1.83347E+12,2.55929E+12,3.09143E+12,2.17927E+12,2.52058E+12,2.80678E+12,1.75158E+12,1.5931E+12,1.24774E+11,1.45868E+13,2.4168E+12,2.67304E+12,1.76248E+12,2.08521E+12,4.69677E+12,1.34365E+12,2.24888E+12,1.98765E+12,1.33833E+12,7.38655E+11,1.50443E+12,1.35233E+12,1.67612E+12,1.54987E+12,2.05458E+12,4.59695E+11,1.06135E+12,1.71413E+12,7.13167E+11,3.076E+12,1.20001E+12,1.54079E+12,1.53442E+11,9.01314E+11,1.09769E+12,1.3053E+12,4.01898E+11,8.73117E+11,1.31737E+12,1.28729E+12,4.33825E+11,42213582021,9.5763E+11,1.18558E+12,6.5086E+11,1.08455E+12,1.0686E+12,4.97021E+11,8.46598E+11,53607573792,1.08187E+12,9.50072E+11,7.16639E+11,1.04927E+12,7.14219E+11,8.88205E+11,2.98195E+11,9.1089E+11,6.08041E+11,7.70265E+11,9.85316E+11,2.49157E+11,5.45052E+11,6.65398E+11,4.29059E+11,3.33339E+11,5.83065E+11,3.43696E+11,8.93102E+11,3.10676E+11,6.2093E+11,6.50889E+11,5.44981E+11,4.23041E+11,6.11412E+11,2.96525E+11,6.96709E+11,8.1167E+11,5.27853E+11,3.92617E+11,8.77486E+11,5.45498E+11,5.37872E+11,3.79641E+11,4.12146E+11,2.17477E+11,4.00083E+11,5.8691E+11,1.58125E+11,4.52666E+11,4.3572E+11,6.64846E+11,4.13048E+11,6.99418E+11,5.14167E+11,3.00913E+11,6.93298E+11,79426714139,3.92338E+11,7.46722E+12,2014-02-17,14Y_week7
14Y_week8,10379796746,4.39082E+13,2.5602E+13,2.04828E+13,4.36621E+12,2.12935E+13,1.83574E+13,7995214.04,2.87458E+13,1.39443E+13,1.89489E+13,1.90263E+13,9.68956E+12,1.34713E+13,6.26777E+11,8.65307E+12,7.82227E+12,1.51282E+13,9.00489E+12,8.84819E+12,9.66687E+12,6.5096E+12,1.00702E+13,7.03503E+12,1.01734E+13,3.71255E+11,1.11394E+13,6.72219E+12,6.26635E+12,6.11224E+12,6.18129E+12,1.05011E+13,5.59713E+12,6.00456E+12,4.5184E+12,2.61347E+11,6.06193E+12,4.01568E+12,6.31652E+12,6.77956E+12,4.25773E+12,3.27189E+12,2.97377E+12,6.25466E+12,6.1863E+12,4.82213E+12,3.86042E+12,3.39401E+12,6.10816E+12,2.55498E+12,3.1477E+12,2.50132E+12,3.95856E+12,2.46249E+12,6.82734E+13,2.62036E+12,1.35574E+12,1.12794E+12,3.33119E+12,1.78539E+12,2.75291E+12,1.93689E+12,1.83343E+12,2.61466E+12,1.53672E+12,81054535463,2.26157E+12,3.07964E+12,1.01315E+12,1.92628E+12,2.20957E+12,3.55357E+12,2.19817E+12,1.79025E+12,2.61638E+12,3.1391E+12,2.12277E+12,2.65543E+12,2.65632E+12,1.73834E+12,1.56422E+12,1.21076E+11,1.40238E+13,2.35378E+12,2.68647E+12,1.74032E+12,2.08521E+12,4.61518E+12,1.29697E+12,2.21361E+12,1.87342E+12,1.32635E+12,7.18032E+11,1.5214E+12,1.44052E+12,1.64762E+12,1.71314E+12,2.06197E+12,4.66803E+11,1.01063E+12,1.65485E+12,7.2287E+11,3.036E+12,1.16801E+12,1.54079E+12,1.54191E+11,9.22429E+11,1.06657E+12,1.32356E+12,4.17529E+11,9.06857E+11,1.27905E+12,1.22211E+12,4.98519E+11,46378155182,9.43949E+11,1.13344E+12,6.26754E+11,1.03299E+12,1.09458E+12,4.9577E+11,8.05605E+11,56079871377,1.07556E+12,9.76835E+11,7.46499E+11,1.00238E+12,7.23231E+11,8.84816E+11,3.35676E+11,9.60342E+11,6.18673E+11,7.68022E+11,9.68528E+11,2.40961E+11,5.50187E+11,6.41844E+11,4.19458E+11,3.6124E+11,5.85407E+11,3.59975E+11,8.89441E+11,2.95828E+11,6.06818E+11,6.58502E+11,5.60601E+11,4.10009E+11,6.03889E+11,3.07164E+11,6.98846E+11,7.90828E+11,5.113E+11,3.94241E+11,8.64657E+11,5.29454E+11,5.14874E+11,3.82989E+11,4.19997E+11,2.17009E+11,4.04139E+11,6.0847E+11,1.54213E+11,4.35969E+11,4.30274E+11,6.44485E+11,4.3765E+11,6.79165E+11,5.20489E+11,3.00535E+11,6.79915E+11,79426714139,3.83224E+11,8.00796E+12,2014-02-24,14Y_week8
14Y_week9,10356348559,4.74787E+13,2.56679E+13,2.09572E+13,5.18966E+12,2.05554E+13,1.82661E+13,8199013.056,2.87919E+13,1.41762E+13,2.01354E+13,1.87503E+13,9.58604E+12,1.35925E+13,6.5504E+11,7.93477E+12,7.92773E+12,1.53408E+13,9.04057E+12,8.9608E+12,9.63538E+12,6.91598E+12,9.99612E+12,7.19217E+12,1.01734E+13,3.75853E+11,1.08417E+13,6.61235E+12,6.21833E+12,5.94562E+12,5.3927E+12,1.03836E+13,5.49259E+12,5.97574E+12,4.65732E+12,2.58121E+11,5.93443E+12,3.89928E+12,6.17361E+12,6.35887E+12,4.5519E+12,3.24307E+12,3.15734E+12,6.28209E+12,6.15468E+12,4.93593E+12,3.98362E+12,3.48952E+12,5.67251E+12,2.63483E+12,3.25759E+12,2.50543E+12,3.90689E+12,2.58333E+12,6.31099E+13,2.77389E+12,1.47753E+12,1.0965E+12,3.28555E+12,1.8092E+12,2.84665E+12,1.97821E+12,1.77974E+12,2.51235E+12,1.59716E+12,81782292263,2.30104E+12,2.92776E+12,1.04463E+12,1.87375E+12,2.17574E+12,3.44967E+12,2.25164E+12,1.92674E+12,2.64491E+12,3.00972E+12,2.32725E+12,2.75916E+12,2.58369E+12,1.72952E+12,1.58347E+12,1.20834E+11,1.31025E+13,2.19439E+12,2.80736E+12,1.73754E+12,2.22358E+12,4.75504E+12,1.29864E+12,2.15187E+12,1.89626E+12,1.41916E+12,7.31156E+11,1.50443E+12,1.42792E+12,1.69893E+12,1.69704E+12,2.01023E+12,4.84575E+11,9.89164E+11,1.51654E+12,7.42276E+11,2.988E+12,1.17334E+12,1.52972E+12,1.6281E+11,9.63338E+11,1.11429E+12,1.30987E+12,4.04133E+11,9.32171E+11,1.24791E+12,1.27588E+12,5.03411E+11,50069473613,9.21149E+11,1.13207E+12,5.98939E+11,1.03115E+12,1.06535E+12,4.93267E+11,8.14516E+11,52642666036,1.14081E+12,1.01363E+12,7.66761E+11,9.73279E+11,7.29991E+11,9.22111E+11,3.3634E+11,9.95438E+11,6.01661E+11,7.94931E+11,9.65945E+11,2.36044E+11,5.62658E+11,6.51266E+11,4.16457E+11,4.19978E+11,5.85407E+11,3.64414E+11,8.79376E+11,2.72984E+11,6.11858E+11,6.52158E+11,5.74487E+11,4.03492E+11,5.99785E+11,2.96868E+11,6.75338E+11,8.02407E+11,4.92908E+11,3.9045E+11,8.85183E+11,5.26245E+11,5.04487E+11,3.85667E+11,3.99389E+11,2.17243E+11,3.98562E+11,5.07857E+11,1.5142E+11,4.45245E+11,4.34086E+11,6.65732E+11,4.31175E+11,6.98068E+11,5.14167E+11,3.02047E+11,6.37084E+11,77556699996,3.8713E+11,7.31274E+12,2014-03-03,14Y_week9
