,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,SK C&C,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,한라비스테온공조,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,동부화재,호텔신라,한전KPS,GS,삼성증권,대우인터내셔널,대우조선해양,대우증권,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,우리투자증권,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼립식품,삼성엔지니어링,메리츠화재,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,삼성테크윈,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,LF,삼성정밀화학,롯데푸드,한국콜마홀딩스,SK가스,유안타증권,한섬,JB금융지주,한라홀딩스,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,현대리바트,고려제강,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,팬오션,광동제약,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설,Date,Week
17Y_week32,-0.012947 ,0.020478 ,-0.029210 ,-0.011287 ,-0.008755 ,0.029676 ,-0.020121 ,-0.019347 ,0.030032 ,0.005381 ,0.012220 ,0.036905 ,0.025361 ,-0.006757 ,-0.005305 ,-0.019139 ,0.012809 ,0.040567 ,0.047628 ,-0.004396 ,0.009241 ,0.064911 ,-0.021419 ,0.007813 ,-0.014472 ,0.022557 ,0.028399 ,0.000000 ,0.071561 ,0.019231 ,0.003035 ,0.006359 ,0.000000 ,0.014464 ,-0.019100 ,-0.012183 ,-0.001813 ,-0.058979 ,-0.015129 ,-0.004301 ,0.064284 ,0.024097 ,0.004706 ,-0.008855 ,-0.031420 ,-0.004993 ,-0.044000 ,0.001067 ,0.061765 ,-0.034368 ,0.030770 ,-0.035474 ,0.035565 ,-0.004626 ,0.083115 ,-0.013351 ,-0.037693 ,0.016878 ,0.000000 ,-0.023311 ,-0.009950 ,-0.031749 ,-0.086904 ,-0.041385 ,0.004205 ,-0.005438 ,-0.034289 ,0.067659 ,0.001322 ,-0.059672 ,-0.019852 ,0.059847 ,-0.080855 ,0.023600 ,-0.007101 ,-0.013827 ,-0.047509 ,0.021224 ,-0.012719 ,0.085238 ,-0.039645 ,-0.028763 ,0.032157 ,0.063685 ,-0.009877 ,-0.043206 ,-0.022100 ,-0.057996 ,0.053728 ,-0.024033 ,-0.004461 ,0.020549 ,-0.042925 ,0.030969 ,-0.023257 ,0.033862 ,-0.003630 ,-0.012605 ,-0.031010 ,-0.021979 ,-0.080422 ,-0.015773 ,-0.022223 ,-0.050248 ,-0.039317 ,0.013423 ,0.022990 ,0.002916 ,-0.018349 ,0.043172 ,0.027113 ,-0.003884 ,0.009670 ,0.029296 ,-0.055411 ,-0.016000 ,0.014926 ,-0.044147 ,-0.045368 ,0.016604 ,-0.011742 ,0.026154 ,-0.005650 ,-0.016581 ,-0.025975 ,-0.021533 ,-0.005115 ,0.033721 ,-0.040455 ,-0.016162 ,-0.031861 ,-0.043328 ,0.046817 ,-0.011806 ,0.002755 ,-0.056441 ,-0.040200 ,-0.030166 ,-0.007874 ,-0.029235 ,0.037563 ,0.027368 ,-0.059423 ,0.023103 ,0.017240 ,-0.027435 ,-0.035240 ,-0.016000 ,-0.001516 ,0.030494 ,0.066090 ,-0.024170 ,0.041899 ,0.020619 ,0.060506 ,0.004902 ,-0.008547 ,-0.035209 ,-0.041964 ,-0.057820 ,0.019194 ,0.003017 ,-0.093139 ,0.006325 ,0.002245 ,0.014476 ,0.007505 ,0.001566 ,-0.028601 ,-0.019048 ,-0.013134 ,-0.035339 ,-0.008772 ,-0.010982 ,-0.037740 ,0.060472 ,-0.014295 ,-0.015625 ,-0.023974 ,0.050945 ,0.082325 ,0.004556 ,0.030905 ,2017-08-07,17Y_week32
17Y_week33,-0.055750 ,-0.023933 ,0.015480 ,-0.012564 ,-0.021588 ,-0.050986 ,-0.016394 ,-0.034922 ,-0.003953 ,-0.036434 ,-0.037118 ,-0.031281 ,-0.056667 ,-0.038001 ,-0.007117 ,-0.037740 ,-0.012809 ,0.000000 ,-0.001455 ,0.008772 ,0.009156 ,0.028908 ,-0.001031 ,-0.037665 ,-0.041673 ,-0.081283 ,0.011929 ,-0.037961 ,-0.025176 ,-0.035545 ,-0.026614 ,-0.072281 ,-0.014265 ,0.005208 ,-0.016667 ,0.019222 ,0.005430 ,-0.033357 ,-0.085903 ,0.008584 ,-0.010217 ,0.014185 ,0.000000 ,-0.017949 ,-0.063121 ,-0.040864 ,-0.032828 ,0.010604 ,0.010363 ,0.006969 ,-0.067138 ,-0.063058 ,-0.049393 ,-0.049099 ,-0.019619 ,-0.052426 ,-0.051226 ,-0.076041 ,0.000000 ,-0.028710 ,-0.011061 ,0.005848 ,-0.024595 ,-0.090346 ,-0.002801 ,0.002179 ,-0.026511 ,0.027652 ,-0.030854 ,0.095604 ,-0.007547 ,-0.044546 ,-0.037540 ,-0.002920 ,-0.002378 ,0.039347 ,-0.062066 ,0.013903 ,0.109034 ,0.015450 ,-0.014815 ,-0.020409 ,-0.006349 ,-0.028337 ,-0.017522 ,-0.013331 ,-0.019747 ,-0.003945 ,-0.027128 ,-0.049872 ,0.056496 ,-0.005098 ,-0.141079 ,-0.039683 ,-0.011834 ,-0.039818 ,0.018019 ,0.020921 ,0.027186 ,-0.008368 ,-0.023929 ,0.015773 ,-0.040956 ,-0.012614 ,-0.097317 ,-0.074108 ,-0.056089 ,-0.035559 ,-0.025001 ,-0.038282 ,-0.012423 ,-0.015687 ,-0.028469 ,-0.055307 ,0.025220 ,-0.129768 ,-0.007435 ,-0.003013 ,0.012575 ,0.019274 ,-0.032003 ,-0.009556 ,0.000000 ,-0.005238 ,-0.048872 ,-0.027257 ,-0.017242 ,-0.037338 ,0.002291 ,-0.004082 ,-0.055467 ,0.014652 ,0.012397 ,-0.068823 ,0.037791 ,-0.004850 ,-0.036001 ,-0.014755 ,-0.135227 ,-0.019975 ,-0.073281 ,-0.019308 ,0.003396 ,-0.019770 ,-0.039224 ,-0.046079 ,0.057158 ,-0.038869 ,0.012066 ,0.038193 ,-0.020559 ,-0.029482 ,-0.062716 ,0.013514 ,-0.022990 ,0.052393 ,0.018427 ,-0.041818 ,-0.048790 ,-0.038840 ,-0.025675 ,0.014948 ,0.025697 ,-0.035948 ,0.002240 ,0.005970 ,-0.045897 ,-0.004706 ,0.007707 ,0.062679 ,0.004796 ,-0.016929 ,-0.026787 ,-0.009864 ,-0.031974 ,-0.057878 ,-0.021165 ,-0.003945 ,-0.008703 ,-0.134478 ,-0.088947 ,0.000000 ,-0.026431 ,2017-08-14,17Y_week33
17Y_week34,0.040075 ,0.023933 ,0.031749 ,0.015964 ,0.002564 ,0.043649 ,-0.025106 ,0.049597 ,0.000000 ,-0.035887 ,0.000000 ,-0.036160 ,0.003527 ,-0.010620 ,0.000000 ,0.039349 ,-0.024232 ,-0.015409 ,0.015885 ,-0.013187 ,0.047053 ,0.028095 ,-0.007250 ,0.003026 ,-0.024617 ,0.031749 ,-0.011929 ,-0.123379 ,0.011268 ,-0.013245 ,0.038662 ,0.015216 ,0.000000 ,-0.034350 ,-0.009852 ,-0.032589 ,0.000000 ,-0.005038 ,0.013201 ,-0.004283 ,0.007673 ,0.076787 ,0.004684 ,-0.011711 ,-0.020026 ,-0.028558 ,-0.016827 ,0.040315 ,-0.027435 ,-0.019636 ,-0.047402 ,-0.002963 ,-0.025642 ,-0.003252 ,-0.050251 ,-0.014266 ,-0.013569 ,-0.018224 ,0.000000 ,0.000000 ,0.006048 ,-0.005848 ,0.011725 ,-0.022870 ,-0.077242 ,-0.020891 ,0.004468 ,0.015038 ,0.053063 ,-0.023811 ,-0.028171 ,0.000000 ,-0.016528 ,-0.066490 ,-0.007168 ,0.021037 ,-0.022039 ,-0.001974 ,-0.020291 ,-0.023258 ,0.025784 ,-0.003442 ,-0.027989 ,-0.041571 ,-0.012707 ,-0.008991 ,-0.028904 ,0.003288 ,0.045212 ,0.016902 ,-0.015614 ,-0.001705 ,-0.025577 ,0.025919 ,0.014445 ,0.002387 ,-0.025318 ,0.066090 ,-0.083882 ,0.000000 ,-0.007089 ,0.042886 ,-0.034017 ,-0.055086 ,0.000000 ,-0.061330 ,-0.064539 ,0.004512 ,-0.032157 ,-0.009804 ,0.018576 ,-0.019961 ,-0.010784 ,-0.029559 ,0.026467 ,0.034458 ,-0.034159 ,-0.018275 ,0.016531 ,0.001467 ,-0.018462 ,-0.023596 ,-0.011396 ,-0.033105 ,-0.010417 ,0.014370 ,-0.021090 ,0.003617 ,-0.044452 ,0.032196 ,-0.038765 ,-0.022060 ,0.016294 ,0.055673 ,-0.014677 ,0.006462 ,0.077559 ,0.039740 ,0.026787 ,0.086906 ,-0.009967 ,0.010268 ,0.008439 ,-0.025275 ,-0.050122 ,-0.004170 ,-0.061472 ,-0.020016 ,-0.049165 ,0.055194 ,0.005917 ,-0.041807 ,-0.061738 ,0.028124 ,0.022990 ,0.056385 ,-0.034289 ,0.021128 ,-0.005012 ,-0.035268 ,0.026942 ,-0.033186 ,0.020921 ,0.012988 ,-0.103622 ,0.016529 ,0.007797 ,-0.041740 ,-0.021339 ,0.057432 ,-0.005999 ,0.009709 ,-0.013668 ,0.001238 ,0.005401 ,0.005168 ,-0.024358 ,0.000000 ,0.008703 ,-0.007605 ,0.000000 ,0.018019 ,-0.014993 ,2017-08-21,17Y_week34
17Y_week35,-0.015925 ,-0.023933 ,0.010363 ,0.003388 ,0.002558 ,-0.014837 ,0.000000 ,-0.033328 ,-0.005958 ,0.007663 ,0.005587 ,0.034289 ,0.003515 ,0.015887 ,0.053879 ,-0.019481 ,0.009390 ,0.000000 ,0.057079 ,0.008811 ,0.001241 ,0.006575 ,-0.002081 ,0.009023 ,0.012384 ,0.080643 ,0.080658 ,0.020003 ,0.046520 ,0.039221 ,0.003984 ,-0.010118 ,0.053159 ,0.001343 ,-0.005674 ,0.015409 ,-0.036769 ,0.000000 ,-0.040139 ,0.029600 ,0.001273 ,0.059089 ,-0.004684 ,0.000000 ,0.028493 ,-0.020597 ,0.031029 ,-0.004061 ,0.013158 ,0.016854 ,0.088220 ,-0.008942 ,0.014185 ,0.033630 ,0.020619 ,-0.011561 ,0.008163 ,-0.002301 ,0.000000 ,0.000000 ,-0.001006 ,0.028904 ,-0.016980 ,0.013577 ,0.001514 ,0.003328 ,-0.005961 ,0.026511 ,0.024251 ,0.029676 ,0.043209 ,0.027809 ,0.005540 ,-0.009419 ,0.014286 ,-0.016324 ,-0.011205 ,-0.026027 ,0.028862 ,-0.011839 ,0.010850 ,-0.002301 ,0.010858 ,-0.002500 ,-0.007702 ,0.013456 ,0.014556 ,0.014989 ,0.043256 ,0.022100 ,0.001430 ,-0.001708 ,0.020514 ,0.025264 ,-0.001305 ,0.002381 ,-0.003670 ,0.001936 ,0.060625 ,0.022162 ,0.015129 ,-0.007525 ,0.027306 ,0.046588 ,0.006882 ,-0.007663 ,0.083587 ,0.038298 ,0.057158 ,0.075866 ,0.024244 ,0.016000 ,-0.003342 ,0.001428 ,-0.026467 ,0.056441 ,0.030421 ,-0.009264 ,0.000000 ,0.014556 ,-0.002073 ,-0.015570 ,0.039331 ,-0.015317 ,0.013865 ,0.016721 ,0.012357 ,-0.036769 ,-0.036545 ,-0.015968 ,-0.003960 ,0.030509 ,0.021979 ,0.043562 ,-0.004040 ,0.033257 ,0.075753 ,0.001298 ,-0.004415 ,0.060556 ,-0.018535 ,0.009040 ,0.039544 ,-0.012017 ,0.041199 ,0.017944 ,0.008608 ,-0.028393 ,0.015625 ,-0.035055 ,-0.002954 ,-0.003290 ,0.055244 ,0.035260 ,0.033523 ,0.004376 ,0.045462 ,-0.008749 ,-0.023387 ,0.020305 ,-0.023048 ,0.006116 ,-0.025159 ,-0.001291 ,0.002478 ,-0.003519 ,0.005808 ,-0.016529 ,0.025171 ,-0.001552 ,0.037785 ,0.035591 ,-0.023203 ,0.000000 ,-0.030996 ,-0.020834 ,0.012253 ,0.000000 ,0.001732 ,-0.011516 ,0.048632 ,0.008889 ,0.017963 ,2017-08-28,17Y_week35
17Y_week36,-0.001302 ,-0.031637 ,0.002941 ,-0.028590 ,-0.075583 ,0.036688 ,-0.043297 ,0.024443 ,-0.040656 ,-0.038915 ,-0.028250 ,-0.049914 ,-0.054067 ,-0.039291 ,-0.029187 ,0.008163 ,-0.018869 ,-0.050966 ,0.001352 ,-0.013245 ,0.013555 ,0.091371 ,-0.021053 ,-0.036589 ,-0.042426 ,-0.130704 ,-0.037598 ,-0.068283 ,0.031582 ,-0.042560 ,0.013820 ,-0.018820 ,0.032174 ,-0.083965 ,-0.020116 ,-0.020598 ,-0.020814 ,-0.016549 ,-0.045383 ,0.032790 ,0.043566 ,-0.029108 ,-0.053024 ,-0.057929 ,-0.025606 ,-0.012121 ,-0.051850 ,-0.010225 ,0.034686 ,-0.012614 ,-0.059510 ,-0.012048 ,-0.053925 ,-0.075199 ,-0.034976 ,-0.016118 ,-0.045746 ,-0.025672 ,0.000000 ,-0.029559 ,-0.040026 ,-0.043675 ,-0.017279 ,-0.011476 ,0.000000 ,-0.013378 ,-0.041196 ,0.037094 ,-0.016529 ,-0.005865 ,-0.038027 ,-0.050849 ,-0.028010 ,-0.028802 ,-0.002367 ,-0.043241 ,0.045431 ,-0.037194 ,-0.014327 ,0.011839 ,-0.036634 ,-0.011588 ,-0.024045 ,0.044071 ,-0.042112 ,-0.004465 ,-0.038296 ,-0.012366 ,0.014765 ,0.002729 ,-0.005731 ,-0.024223 ,-0.054772 ,0.038741 ,-0.029141 ,-0.037557 ,0.003670 ,-0.039453 ,-0.037967 ,0.032348 ,-0.022268 ,-0.007581 ,-0.039490 ,-0.063117 ,-0.069581 ,-0.035798 ,-0.066301 ,-0.010168 ,-0.060432 ,0.009091 ,-0.038662 ,-0.057158 ,0.014950 ,0.002849 ,0.007634 ,-0.035690 ,-0.011300 ,-0.034722 ,0.012216 ,0.000000 ,-0.029476 ,-0.031887 ,-0.045078 ,-0.008859 ,-0.056652 ,-0.014130 ,0.000000 ,0.079178 ,-0.037931 ,-0.024441 ,0.031253 ,-0.020644 ,0.027292 ,-0.042359 ,-0.020451 ,0.082197 ,0.037042 ,-0.001298 ,-0.008889 ,-0.019781 ,-0.061369 ,-0.023906 ,-0.006483 ,0.095467 ,-0.027277 ,-0.012388 ,-0.058841 ,-0.019387 ,-0.010912 ,-0.005260 ,-0.017911 ,-0.014938 ,-0.014766 ,0.003145 ,0.028883 ,-0.028795 ,-0.023894 ,0.005259 ,0.006154 ,-0.020305 ,-0.042334 ,-0.034112 ,-0.014974 ,-0.019570 ,-0.061244 ,-0.004712 ,-0.015565 ,-0.023610 ,0.028277 ,-0.033152 ,0.004624 ,-0.002334 ,-0.004706 ,-0.013707 ,-0.057158 ,-0.037538 ,0.006743 ,-0.032131 ,0.028987 ,-0.031375 ,-0.022401 ,0.004415 ,-0.024025 ,2017-09-04,17Y_week36
17Y_week37,0.078504 ,-0.036368 ,0.080382 ,-0.051171 ,-0.008299 ,-0.030727 ,0.017544 ,0.066505 ,-0.104900 ,-0.022067 ,-0.093021 ,-0.041191 ,0.003697 ,-0.039002 ,-0.089231 ,0.036716 ,0.000000 ,-0.050262 ,0.057759 ,-0.059514 ,0.006101 ,-0.005999 ,-0.034635 ,-0.060819 ,-0.030972 ,-0.048380 ,-0.088057 ,-0.047025 ,0.048050 ,-0.040961 ,0.001959 ,-0.071587 ,0.007884 ,0.000000 ,0.042620 ,0.028720 ,-0.011539 ,-0.026011 ,-0.028988 ,0.000000 ,0.014510 ,-0.029981 ,-0.038350 ,0.016507 ,0.022791 ,-0.047682 ,-0.041699 ,0.113549 ,0.135581 ,-0.005658 ,-0.064287 ,0.015038 ,-0.032970 ,-0.043372 ,-0.046679 ,0.000000 ,0.007067 ,0.000000 ,0.000000 ,-0.005013 ,-0.041695 ,-0.077318 ,-0.060790 ,-0.045072 ,-0.009119 ,0.017798 ,-0.025238 ,-0.040005 ,0.038974 ,-0.014815 ,0.025512 ,-0.029281 ,-0.052491 ,0.003242 ,0.018780 ,-0.042631 ,-0.068224 ,-0.003163 ,-0.010152 ,0.007808 ,0.003724 ,-0.040434 ,-0.013363 ,-0.013261 ,0.000000 ,-0.011251 ,-0.036701 ,-0.017840 ,0.006741 ,0.005435 ,0.062651 ,0.012185 ,-0.002685 ,0.034401 ,0.019961 ,0.021979 ,-0.003670 ,0.006018 ,0.041881 ,-0.007989 ,-0.035420 ,0.035878 ,-0.048440 ,-0.257829 ,0.013149 ,-0.005711 ,-0.080799 ,0.011612 ,0.000000 ,-0.070287 ,-0.004158 ,-0.029853 ,-0.008278 ,0.015526 ,-0.009551 ,-0.025601 ,0.000000 ,-0.021646 ,0.031879 ,-0.016024 ,-0.015070 ,0.008798 ,-0.062427 ,-0.075050 ,-0.012832 ,-0.011711 ,0.006993 ,-0.005204 ,-0.026111 ,-0.020834 ,0.000000 ,-0.043894 ,0.019048 ,-0.003612 ,0.093305 ,0.044888 ,0.014441 ,-0.011757 ,-0.041008 ,0.005534 ,-0.029360 ,-0.023311 ,-0.009804 ,-0.019018 ,-0.028041 ,-0.042439 ,-0.024541 ,-0.048464 ,-0.056421 ,0.002107 ,-0.043084 ,-0.021979 ,-0.016667 ,-0.003145 ,-0.047368 ,-0.050702 ,0.083211 ,0.003490 ,-0.039630 ,-0.015504 ,0.008075 ,-0.071926 ,-0.044060 ,-0.019961 ,-0.059638 ,-0.003548 ,-0.088081 ,0.018597 ,0.012927 ,0.062228 ,-0.004624 ,-0.002339 ,-0.019048 ,-0.003771 ,-0.044095 ,-0.013755 ,-0.012171 ,-0.063179 ,-0.042925 ,-0.074414 ,-0.073859 ,0.000000 ,-0.026176 ,2017-09-11,17Y_week37
17Y_week38,0.052417 ,0.014706 ,0.076911 ,0.004872 ,0.081324 ,-0.075595 ,0.025753 ,0.038068 ,-0.002307 ,0.014099 ,-0.040102 ,0.056816 ,0.011009 ,0.040822 ,-0.044798 ,0.063754 ,0.037388 ,-0.017332 ,0.007624 ,-0.019048 ,0.024040 ,0.090815 ,-0.004415 ,0.035660 ,-0.033673 ,0.000000 ,0.008333 ,0.021974 ,0.085158 ,0.034250 ,-0.015779 ,-0.024414 ,0.000000 ,0.021661 ,-0.008380 ,-0.024566 ,-0.127745 ,0.013090 ,0.003670 ,-0.041158 ,-0.069593 ,0.107098 ,-0.004124 ,-0.030473 ,-0.005653 ,0.016148 ,-0.010376 ,0.013668 ,0.035737 ,-0.005690 ,0.068993 ,-0.036478 ,0.011111 ,0.031416 ,-0.009368 ,-0.025431 ,0.040033 ,0.021053 ,0.000000 ,0.067987 ,-0.020961 ,0.022258 ,0.030854 ,-0.002198 ,-0.009203 ,-0.002207 ,0.072395 ,0.002911 ,-0.047989 ,-0.022642 ,0.000000 ,0.030391 ,0.023667 ,-0.009756 ,0.002323 ,-0.002565 ,0.011461 ,-0.008484 ,0.063536 ,0.078547 ,0.061280 ,-0.019608 ,-0.011274 ,0.022796 ,0.008032 ,0.017936 ,-0.012539 ,-0.000667 ,-0.021506 ,-0.035866 ,0.025318 ,0.003454 ,0.010695 ,0.051776 ,-0.025352 ,-0.010929 ,-0.072413 ,-0.006018 ,-0.011788 ,-0.016173 ,-0.019273 ,0.028946 ,0.007326 ,-0.017805 ,-0.007283 ,-0.015003 ,0.037538 ,-0.008696 ,-0.071337 ,0.014458 ,0.012423 ,0.008621 ,0.008278 ,-0.021232 ,-0.029213 ,0.100161 ,0.000000 ,0.042833 ,-0.011837 ,0.156037 ,-0.002172 ,0.013053 ,-0.053556 ,-0.024273 ,-0.014870 ,-0.027872 ,0.040961 ,-0.042635 ,-0.040491 ,0.024949 ,0.022815 ,0.042666 ,0.013121 ,0.041353 ,0.085337 ,-0.039166 ,-0.031555 ,-0.002632 ,-0.014052 ,-0.030255 ,-0.015010 ,-0.052038 ,0.011429 ,0.057514 ,0.009438 ,0.052088 ,0.001552 ,0.043558 ,0.031023 ,-0.014847 ,-0.068319 ,0.010204 ,0.008368 ,0.031010 ,-0.016934 ,0.009412 ,-0.003934 ,0.003478 ,0.011634 ,-0.010471 ,0.021221 ,0.023452 ,0.065383 ,-0.024488 ,0.011111 ,-0.016727 ,0.005339 ,-0.022016 ,-0.031690 ,-0.075153 ,-0.030591 ,0.027715 ,0.000000 ,-0.002522 ,-0.010299 ,-0.005555 ,-0.006826 ,0.025753 ,0.010471 ,-0.026088 ,-0.017575 ,0.034635 ,-0.006260 ,2017-09-18,17Y_week38
17Y_week39,0.021490 ,0.028779 ,0.079560 ,-0.069166 ,-0.035183 ,-0.014528 ,-0.004246 ,0.017343 ,0.016037 ,-0.002002 ,-0.011523 ,-0.019570 ,-0.003656 ,0.007246 ,-0.046899 ,-0.100470 ,-0.001837 ,-0.014085 ,-0.040031 ,-0.009662 ,-0.048671 ,-0.076478 ,-0.060417 ,0.030321 ,-0.013793 ,-0.046315 ,-0.051075 ,0.007226 ,-0.020619 ,-0.027305 ,-0.043684 ,-0.032853 ,-0.007884 ,-0.017292 ,-0.044452 ,-0.007280 ,-0.065858 ,-0.065839 ,-0.048790 ,0.008368 ,-0.046091 ,0.003899 ,0.029519 ,0.008403 ,-0.091915 ,-0.040870 ,-0.053560 ,-0.065444 ,-0.055783 ,-0.008596 ,-0.043172 ,-0.060625 ,0.010989 ,-0.101169 ,-0.073203 ,-0.030772 ,-0.071509 ,-0.120391 ,0.000000 ,-0.081139 ,0.017680 ,-0.058269 ,-0.097108 ,-0.051930 ,-0.048944 ,-0.056833 ,-0.069205 ,-0.133531 ,-0.075203 ,-0.059766 ,-0.140392 ,-0.013393 ,-0.050987 ,-0.064104 ,0.000000 ,-0.066367 ,-0.002853 ,-0.074026 ,-0.060625 ,-0.018149 ,-0.065005 ,-0.036551 ,0.013514 ,-0.041168 ,0.005319 ,-0.040819 ,-0.058458 ,-0.054141 ,-0.063776 ,-0.043048 ,-0.162519 ,-0.058579 ,-0.046267 ,-0.061485 ,-0.024625 ,-0.057805 ,-0.061119 ,0.023858 ,-0.054836 ,0.055496 ,-0.038572 ,-0.043739 ,-0.042877 ,-0.008016 ,-0.111226 ,-0.050070 ,-0.033176 ,-0.063084 ,-0.172511 ,-0.014458 ,-0.014508 ,-0.030503 ,-0.092347 ,-0.036421 ,-0.013931 ,-0.088879 ,-0.015267 ,-0.067198 ,-0.100080 ,-0.115744 ,-0.058182 ,-0.087273 ,-0.019609 ,-0.049097 ,-0.045985 ,-0.126061 ,-0.090972 ,-0.050243 ,-0.047964 ,-0.027057 ,-0.074108 ,-0.117169 ,-0.075398 ,-0.053489 ,-0.055669 ,0.012757 ,0.083923 ,-0.038957 ,-0.141651 ,0.037951 ,-0.082724 ,-0.022614 ,-0.093526 ,0.016480 ,-0.066984 ,-0.114701 ,-0.087434 ,-0.040139 ,-0.034345 ,-0.019418 ,-0.051825 ,-0.018788 ,-0.101664 ,-0.051695 ,-0.052592 ,-0.033336 ,-0.048462 ,-0.046189 ,-0.062927 ,-0.082238 ,-0.047020 ,0.035776 ,-0.067638 ,-0.065459 ,-0.033711 ,0.000000 ,-0.034673 ,-0.017272 ,-0.030772 ,-0.095473 ,-0.047715 ,-0.002280 ,-0.014528 ,-0.015268 ,-0.023038 ,0.016575 ,-0.026372 ,-0.017094 ,-0.040750 ,-0.097074 ,0.021053 ,-0.065958 ,-0.093742 ,2017-09-25,17Y_week39
17Y_week40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-05,17Y_week40
17Y_week41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-12,17Y_week41
17Y_week42,-0.016188693,-0.022617994,-0.049807563,0.049042138,-0.007843207,0.094438505,-0.004073308,-0.01150768,0.012526307,0.012975101,0.001546795,-0.018953193,-0.008779681,-0.025930518,0.113188369,0.02749315,0.006578967,-0.003430505,-0.024033149,0.019048198,0.012240075,0.015801794,0.066459716,-0.04229612,0.053704138,0,0.092373331,0.026397683,-0.054972039,-0.006849396,0.020389956,0.032789873,-0.016807107,0.005479507,0.017416885,0.018462065,0.036290001,0.025707705,0.041751779,0.003809532,0.065365985,-0.008000072,0.004773347,-0.012186985,0.04057894,0.031270643,-0.008810563,-0.062394438,-0.016110836,0.014956158,0.01273567,-0.009104767,-0.007832936,0.09217046,0.033355545,-0.010534336,-0.017747856,0.007742019,0,0.023420258,-0.001053132,0.111393295,0,0.028754153,0.013289256,-0.022864358,0.009022662,-0.046664791,-0.041883406,-0.007446036,0,0.015881702,0.005449031,-0.014235044,-0.016686878,-0.005076135,0.016690234,0.018309646,-0.033711016,0.024436507,0.006779686,-0.00123231,0.066139863,0.070538467,0.013717498,-0.029199102,0.019481125,0,-0.165710568,0.088947497,-0.001495869,0.03366126,0.120144271,-0.015113687,0,0.018832892,-0.020450653,-0.042395519,-0.015037855,0,0.064538515,-0.001456701,0.003780722,-0.029128273,0.022141157,-0.008318527,0.066181895,0.02476563,0.007722082,0.008658063,-0.013958367,-0.029980836,0.027324092,-0.018018483,0.007518835,0.064928513,0.015267451,0.005333342,0.072904003,0.015183097,0.041101676,-0.026794377,0.051959832,-0.039905512,0.058410762,-0.017831082,0.026859271,0.010030187,0.032789798,-0.015234232,0.087968823,-0.022354646,-0.035309991,0.100256712,-0.025784123,-0.045909657,-0.011393676,-0.025556199,0.007303099,0.00417503,-0.007692332,-0.005991581,0,0.109474383,-0.010361866,-0.018800265,-0.033006349,-0.027074414,0.006514666,0,0.070380893,0.019802643,0.001722643,0.02137486,0.01257879,-0.007100579,0.008053666,0.003454235,-0.014893885,0.00273601,-0.009556387,0,0.045841354,0.022632317,0.010443963,-0.004866186,-0.011210884,0.030137036,-0.021422454,0.014733232,0.001221726,-0.020478528,-0.009852307,0.003838702,0.020534645,-0.019048184,-0.012775167,-0.011605535,0.026712754,0.111225645,0.016474794,0,-0.021649132,2017-10-16,17Y_week42
